DATASET,GAME ID,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,BOX SCORE URL
NBA 2018-2019 Regular Season,0021800436,12/16/18,3:00 PM,Atlanta,Brooklyn,240,127,144,1,1,Box Score
NBA 2018-2019 Regular Season,0021800437,12/16/18,3:30 PM,Philadelphia,Cleveland,240,128,105,1,1,Box Score
NBA 2018-2019 Regular Season,0021800438,12/16/18,5:00 PM,New York,Indiana,240,99,110,1,1,Box Score
NBA 2018-2019 Regular Season,0021800439,12/16/18,6:00 PM,LA Lakers,Washington,240,110,128,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800440,12/16/18,7:00 PM,Sacramento,Dallas,240,120,113,1,2,Box Score
NBA 2018-2019 Regular Season,0021800441,12/16/18,7:00 PM,Miami,New Orleans,240,102,96,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800442,12/16/18,8:00 PM,Toronto,Denver,240,86,95,1,1,Box Score
NBA 2018-2019 Regular Season,0021800443,12/17/18,7:00 PM,Milwaukee,Detroit,240,107,104,2,1,Box Score
NBA 2018-2019 Regular Season,0021800444,12/17/18,7:30 PM,Phoenix,New York,240,128,110,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800445,12/17/18,8:00 PM,Utah,Houston,240,97,102,1,1,Box Score
NBA 2018-2019 Regular Season,0021800446,12/17/18,8:00 PM,Sacramento,Minnesota,240,105,132,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800447,12/17/18,8:00 PM,Chicago,Oklahoma City,240,96,121,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800448,12/17/18,8:30 PM,Philadelphia,San Antonio,240,96,123,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800449,12/17/18,10:30 PM,Memphis,Golden State,240,93,110,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800450,12/17/18,10:30 PM,Portland,LA Clippers,240,131,127,2,1,Box Score
NBA 2018-2019 Regular Season,0021800451,12/18/18,7:00 PM,Cleveland,Indiana,240,92,91,1,1,Box Score
NBA 2018-2019 Regular Season,0021800452,12/18/18,7:30 PM,Washington,Atlanta,240,110,118,1,1,Box Score
NBA 2018-2019 Regular Season,0021800453,12/18/18,7:30 PM,LA Lakers,Brooklyn,240,110,115,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800454,12/18/18,9:00 PM,Dallas,Denver,240,118,126,1,1,Box Score
NBA 2018-2019 Regular Season,0021800455,12/19/18,7:00 PM,Cleveland,Charlotte,240,99,110,3IN4-B2B,3+,Box Score
NBA 2018-2019 Regular Season,0021800456,12/19/18,7:00 PM,San Antonio,Orlando,240,129,90,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800457,12/19/18,7:00 PM,New York,Philadelphia,240,109,131,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800458,12/19/18,7:30 PM,Phoenix,Boston,240,111,103,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800459,12/19/18,7:30 PM,Indiana,Toronto,240,96,99,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800460,12/19/18,8:00 PM,Brooklyn,Chicago,240,96,93,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800461,12/19/18,8:00 PM,Washington,Houston,240,118,136,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800462,12/19/18,8:00 PM,New Orleans,Milwaukee,240,115,123,2,1,Box Score
NBA 2018-2019 Regular Season,0021800463,12/19/18,8:00 PM,Detroit,Minnesota,265,129,123,1,1,Box Score
NBA 2018-2019 Regular Season,0021800464,12/19/18,9:00 PM,Golden State,Utah,240,103,108,1,1,Box Score
NBA 2018-2019 Regular Season,0021800465,12/19/18,10:00 PM,Memphis,Portland,240,92,99,1,1,Box Score
NBA 2018-2019 Regular Season,0021800466,12/19/18,10:00 PM,Oklahoma City,Sacramento,240,132,113,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800467,12/20/18,8:00 PM,Houston,Miami,240,99,101,3IN4-B2B,3+,Box Score
NBA 2018-2019 Regular Season,0021800468,12/20/18,10:30 PM,Dallas,LA Clippers,240,121,125,1,2,Box Score
NBA 2018-2019 Regular Season,0021800469,12/21/18,7:00 PM,Detroit,Charlotte,240,86,98,1,1,Box Score
NBA 2018-2019 Regular Season,0021800470,12/21/18,7:00 PM,Cleveland,Toronto,240,110,126,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800471,12/21/18,7:30 PM,Indiana,Brooklyn,240,114,106,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800472,12/21/18,7:30 PM,Atlanta,New York,240,114,107,2,1,Box Score
NBA 2018-2019 Regular Season,0021800473,12/21/18,8:00 PM,Milwaukee,Boston,240,120,107,1,1,Box Score
NBA 2018-2019 Regular Season,0021800474,12/21/18,8:00 PM,Orlando,Chicago,240,80,90,1,1,Box Score
NBA 2018-2019 Regular Season,0021800475,12/21/18,8:30 PM,Minnesota,San Antonio,240,98,124,1,1,Box Score
NBA 2018-2019 Regular Season,0021800476,12/21/18,10:00 PM,Utah,Portland,240,120,90,1,1,Box Score
NBA 2018-2019 Regular Season,0021800477,12/21/18,10:00 PM,Memphis,Sacramento,240,99,102,1,1,Box Score
NBA 2018-2019 Regular Season,0021800478,12/21/18,10:30 PM,New Orleans,LA Lakers,240,104,112,1,2,Box Score
NBA 2018-2019 Regular Season,0021800479,12/22/18,5:00 PM,Denver,LA Clippers,240,111,132,3+,1,Box Score
NBA 2018-2019 Regular Season,0021800480,12/22/18,7:00 PM,Phoenix,Washington,315,146,149,2,2,Box Score
NBA 2018-2019 Regular Season,0021800481,12/22/18,7:30 PM,Toronto,Philadelphia,240,101,126,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800482,12/22/18,8:00 PM,Milwaukee,Miami,240,87,94,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800483,12/22/18,8:00 PM,San Antonio,Houston,240,101,108,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800484,12/22/18,8:30 PM,Dallas,Golden State,240,116,120,1,2,Box Score
NBA 2018-2019 Regular Season,0021800485,12/22/18,9:00 PM,Oklahoma City,Utah,240,107,106,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800486,12/23/18,4:00 PM,Atlanta,Detroit,240,98,95,1,1,Box Score
NBA 2018-2019 Regular Season,0021800487,12/23/18,5:00 PM,Washington,Indiana,240,89,105,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800488,12/23/18,6:00 PM,Charlotte,Boston,240,103,119,1,1,Box Score
NBA 2018-2019 Regular Season,0021800489,12/23/18,6:00 PM,Phoenix,Brooklyn,240,103,111,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800490,12/23/18,6:00 PM,Chicago,Cleveland,240,112,92,1,1,Box Score
NBA 2018-2019 Regular Season,0021800491,12/23/18,6:00 PM,Miami,Orlando,240,115,91,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800492,12/23/18,6:00 PM,New Orleans,Sacramento,240,117,122,1,1,Box Score
NBA 2018-2019 Regular Season,0021800493,12/23/18,8:00 PM,Minnesota,Oklahoma City,240,114,112,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800494,12/23/18,8:30 PM,LA Clippers,Golden State,240,127,129,3IN4-B2B,B2B,Box Score
NBA 2018-2019 Regular Season,0021800495,12/23/18,9:00 PM,Dallas,Portland,265,118,121,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800496,12/23/18,9:30 PM,Memphis,LA Lakers,240,107,99,1,1,Box Score
NBA 2018-2019 Regular Season,0021800497,12/25/18,12:00 PM,Milwaukee,New York,240,109,95,2,3+,Box Score
NBA 2018-2019 Regular Season,0021800498,12/25/18,3:00 PM,Oklahoma City,Houston,240,109,113,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800499,12/25/18,5:30 PM,Philadelphia,Boston,265,114,121,2,1,Box Score
NBA 2018-2019 Regular Season,0021800500,12/25/18,8:00 PM,LA Lakers,Golden State,240,127,101,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800501,12/25/18,10:30 PM,Portland,Utah,240,96,117,1,2,Box Score
NBA 2018-2019 Regular Season,0021800502,12/26/18,7:00 PM,Washington,Detroit,240,95,106,2,2,Box Score
NBA 2018-2019 Regular Season,0021800503,12/26/18,7:00 PM,Phoenix,Orlando,265,122,120,2,2,Box Score
NBA 2018-2019 Regular Season,0021800504,12/26/18,7:30 PM,Indiana,Atlanta,240,129,121,2,2,Box Score
NBA 2018-2019 Regular Season,0021800505,12/26/18,7:30 PM,Charlotte,Brooklyn,290,132,134,2,2,Box Score
NBA 2018-2019 Regular Season,0021800506,12/26/18,7:30 PM,Toronto,Miami,240,106,104,3+,2,Box Score
NBA 2018-2019 Regular Season,0021800507,12/26/18,8:00 PM,Minnesota,Chicago,240,119,94,2,2,Box Score
NBA 2018-2019 Regular Season,0021800508,12/26/18,8:00 PM,Cleveland,Memphis,240,87,95,2,2,Box Score
NBA 2018-2019 Regular Season,0021800509,12/26/18,8:30 PM,New Orleans,Dallas,240,119,122,2,2,Box Score
NBA 2018-2019 Regular Season,0021800510,12/26/18,8:30 PM,Denver,San Antonio,240,103,111,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800511,12/26/18,10:30 PM,Sacramento,LA Clippers,240,118,127,2,2,Box Score
NBA 2018-2019 Regular Season,0021800512,12/27/18,8:00 PM,Boston,Houston,240,113,127,1,1,Box Score
NBA 2018-2019 Regular Season,0021800513,12/27/18,8:00 PM,New York,Milwaukee,240,96,112,1,1,Box Score
NBA 2018-2019 Regular Season,0021800514,12/27/18,10:00 PM,LA Lakers,Sacramento,240,116,117,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800515,12/27/18,10:30 PM,Philadelphia,Utah,240,114,97,1,1,Box Score
NBA 2018-2019 Regular Season,0021800516,12/27/18,10:30 PM,Portland,Golden State,265,110,109,1,1,Box Score
NBA 2018-2019 Regular Season,0021800517,12/28/18,7:00 PM,Brooklyn,Charlotte,240,87,100,1,1,Box Score
NBA 2018-2019 Regular Season,0021800518,12/28/18,7:00 PM,Detroit,Indiana,240,88,125,1,1,Box Score
NBA 2018-2019 Regular Season,0021800519,12/28/18,7:00 PM,Toronto,Orlando,240,87,116,1,1,Box Score
NBA 2018-2019 Regular Season,0021800520,12/28/18,7:00 PM,Chicago,Washington,240,101,92,1,1,Box Score
NBA 2018-2019 Regular Season,0021800521,12/28/18,8:00 PM,Cleveland,Miami,240,94,118,1,1,Box Score
NBA 2018-2019 Regular Season,0021800522,12/28/18,8:00 PM,Atlanta,Minnesota,265,123,120,1,1,Box Score
NBA 2018-2019 Regular Season,0021800523,12/28/18,8:00 PM,Dallas,New Orleans,240,112,114,1,1,Box Score
NBA 2018-2019 Regular Season,0021800524,12/28/18,9:00 PM,San Antonio,Denver,240,99,102,1,1,Box Score
NBA 2018-2019 Regular Season,0021800525,12/28/18,9:00 PM,Oklahoma City,Phoenix,240,118,102,2,1,Box Score
NBA 2018-2019 Regular Season,0021800526,12/28/18,10:30 PM,LA Clippers,LA Lakers,240,118,107,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800527,12/29/18,5:00 PM,Brooklyn,Milwaukee,240,115,129,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800528,12/29/18,7:00 PM,Houston,New Orleans,240,108,104,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800529,12/29/18,7:30 PM,Cleveland,Atlanta,240,108,111,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800530,12/29/18,7:00 PM,Charlotte,Washington,240,126,130,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800531,12/29/18,8:00 PM,Boston,Memphis,240,112,103,1,2,Box Score
NBA 2018-2019 Regular Season,0021800532,12/29/18,8:00 PM,New York,Utah,240,97,129,1,1,Box Score
NBA 2018-2019 Regular Season,0021800533,12/29/18,9:00 PM,Denver,Phoenix,240,122,118,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800534,12/29/18,10:00 PM,Golden State,Portland,240,115,105,1,1,Box Score
NBA 2018-2019 Regular Season,0021800535,12/29/18,10:30 PM,San Antonio,LA Clippers,240,122,111,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800536,12/30/18,3:30 PM,Detroit,Orlando,240,107,109,1,1,Box Score
NBA 2018-2019 Regular Season,0021800537,12/30/18,6:00 PM,Minnesota,Miami,240,113,104,1,1,Box Score
NBA 2018-2019 Regular Season,0021800538,12/30/18,6:00 PM,Chicago,Toronto,240,89,95,1,1,Box Score
NBA 2018-2019 Regular Season,0021800539,12/30/18,7:00 PM,Oklahoma City,Dallas,240,103,105,1,1,Box Score
NBA 2018-2019 Regular Season,0021800540,12/30/18,9:00 PM,Philadelphia,Portland,240,95,129,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800541,12/30/18,9:30 PM,Sacramento,LA Lakers,240,114,121,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800542,12/31/18,3:00 PM,Atlanta,Indiana,240,108,116,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800543,12/31/18,6:00 PM,Orlando,Charlotte,240,100,125,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800544,12/31/18,7:00 PM,Memphis,Houston,240,101,113,1,1,Box Score
NBA 2018-2019 Regular Season,0021800545,12/31/18,7:00 PM,Boston,San Antonio,240,111,120,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800546,12/31/18,8:00 PM,Minnesota,New Orleans,240,114,123,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800547,12/31/18,8:00 PM,Dallas,Oklahoma City,240,102,122,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800548,12/31/18,9:00 PM,Golden State,Phoenix,240,132,109,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800549,1/1/19,7:30 PM,Utah,Toronto,240,116,122,2,1,Box Score
NBA 2018-2019 Regular Season,0021800550,1/1/19,8:00 PM,Detroit,Milwaukee,240,98,121,1,2,Box Score
NBA 2018-2019 Regular Season,0021800551,1/1/19,9:00 PM,New York,Denver,240,108,115,2,2,Box Score
NBA 2018-2019 Regular Season,0021800552,1/1/19,9:00 PM,Portland,Sacramento,265,113,108,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800553,1/1/19,10:30 PM,Philadelphia,LA Clippers,240,119,113,1,2,Box Score
NBA 2018-2019 Regular Season,0021800554,1/2/19,7:00 PM,Dallas,Charlotte,240,122,84,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800555,1/2/19,7:00 PM,Miami,Cleveland,240,117,92,2,3+,Box Score
NBA 2018-2019 Regular Season,0021800556,1/2/19,7:00 PM,Atlanta,Washington,240,98,114,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800557,1/2/19,7:30 PM,New Orleans,Brooklyn,240,121,126,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800558,1/2/19,8:00 PM,Minnesota,Boston,240,102,115,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800559,1/2/19,8:00 PM,Orlando,Chicago,240,112,84,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800560,1/2/19,8:00 PM,Detroit,Memphis,240,101,94,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800561,1/2/19,9:00 PM,Philadelphia,Phoenix,240,132,127,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800562,1/2/19,10:30 PM,Oklahoma City,LA Lakers,240,107,100,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800563,1/3/19,8:00 PM,Toronto,San Antonio,240,107,125,1,2,Box Score
NBA 2018-2019 Regular Season,0021800564,1/3/19,10:00 PM,Denver,Sacramento,240,117,113,1,1,Box Score
NBA 2018-2019 Regular Season,0021800565,1/3/19,10:30 PM,Houston,Golden State,265,135,134,2,2,Box Score
NBA 2018-2019 Regular Season,0021800566,1/4/19,8:00 PM,Dallas,Boston,240,93,114,1,1,Box Score
NBA 2018-2019 Regular Season,0021800567,1/4/19,7:30 PM,Utah,Cleveland,240,117,91,2,1,Box Score
NBA 2018-2019 Regular Season,0021800568,1/4/19,8:00 PM,Washington,Miami,240,109,115,1,1,Box Score
NBA 2018-2019 Regular Season,0021800569,1/4/19,8:00 PM,Indiana,Chicago,265,119,116,3+,1,Box Score
NBA 2018-2019 Regular Season,0021800570,1/4/19,8:00 PM,Brooklyn,Memphis,240,109,100,1,1,Box Score
NBA 2018-2019 Regular Season,0021800571,1/4/19,8:00 PM,Orlando,Minnesota,240,103,120,1,1,Box Score
NBA 2018-2019 Regular Season,0021800572,1/4/19,8:30 PM,Atlanta,Milwaukee,240,112,144,1,2,Box Score
NBA 2018-2019 Regular Season,0021800573,1/4/19,9:00 PM,LA Clippers,Phoenix,240,121,111,2,1,Box Score
NBA 2018-2019 Regular Season,0021800574,1/4/19,10:30 PM,New York,LA Lakers,240,119,112,2,1,Box Score
NBA 2018-2019 Regular Season,0021800575,1/4/19,10:30 PM,Oklahoma City,Portland,240,111,109,1,2,Box Score
NBA 2018-2019 Regular Season,0021800576,1/5/19,5:00 PM,Charlotte,Denver,240,110,123,2,1,Box Score
NBA 2018-2019 Regular Season,0021800577,1/5/19,7:00 PM,Utah,Detroit,240,110,105,B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800578,1/5/19,7:30 PM,Dallas,Philadelphia,240,100,106,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800579,1/5/19,8:00 PM,New Orleans,Cleveland,240,133,98,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800580,1/5/19,8:30 PM,Toronto,Milwaukee,240,123,116,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800581,1/5/19,8:30 PM,Memphis,San Antonio,240,88,108,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800582,1/5/19,10:00 PM,Houston,Portland,240,101,110,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800583,1/5/19,10:00 PM,Golden State,Sacramento,240,127,123,1,1,Box Score
NBA 2018-2019 Regular Season,0021800584,1/6/19,3:30 PM,Brooklyn,Chicago,240,117,100,1,1,Box Score
NBA 2018-2019 Regular Season,0021800585,1/6/19,3:30 PM,LA Lakers,Minnesota,240,86,108,1,1,Box Score
NBA 2018-2019 Regular Season,0021800586,1/6/19,3:30 PM,Orlando,LA Clippers,240,96,106,1,1,Box Score
NBA 2018-2019 Regular Season,0021800587,1/6/19,6:00 PM,Miami,Atlanta,240,82,106,1,1,Box Score
NBA 2018-2019 Regular Season,0021800588,1/6/19,7:00 PM,Washington,Oklahoma City,240,116,98,1,1,Box Score
NBA 2018-2019 Regular Season,0021800589,1/6/19,7:30 PM,Indiana,Toronto,240,105,121,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800590,1/6/19,8:00 PM,Charlotte,Phoenix,240,119,113,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800591,1/7/19,7:00 PM,San Antonio,Detroit,240,119,107,1,1,Box Score
NBA 2018-2019 Regular Season,0021800592,1/7/19,7:30 PM,Brooklyn,Boston,240,95,116,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800593,1/7/19,8:00 PM,Denver,Houston,240,113,125,1,1,Box Score
NBA 2018-2019 Regular Season,0021800594,1/7/19,8:00 PM,Utah,Milwaukee,240,102,114,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800595,1/7/19,8:00 PM,Memphis,New Orleans,240,95,114,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800596,1/7/19,8:30 PM,LA Lakers,Dallas,240,107,97,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800597,1/7/19,10:00 PM,New York,Portland,240,101,111,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800598,1/7/19,10:00 PM,Orlando,Sacramento,240,95,111,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800599,1/8/19,7:00 PM,Indiana,Cleveland,240,123,115,1,2,Box Score
NBA 2018-2019 Regular Season,0021800600,1/8/19,7:00 PM,Washington,Philadelphia,240,115,132,1,2,Box Score
NBA 2018-2019 Regular Season,0021800601,1/8/19,7:30 PM,Denver,Miami,240,103,99,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800602,1/8/19,7:30 PM,Atlanta,Toronto,240,101,104,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800603,1/8/19,8:00 PM,Minnesota,Oklahoma City,240,119,117,1,1,Box Score
NBA 2018-2019 Regular Season,0021800604,1/8/19,9:00 PM,Sacramento,Phoenix,240,111,115,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800605,1/8/19,10:30 PM,New York,Golden State,240,95,122,B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800606,1/8/19,10:30 PM,Charlotte,LA Clippers,240,109,128,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800607,1/9/19,7:00 PM,Indiana,Boston,240,108,135,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800608,1/9/19,7:00 PM,Philadelphia,Washington,240,106,123,B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800609,1/9/19,7:30 PM,Atlanta,Brooklyn,240,100,116,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800610,1/9/19,8:00 PM,Milwaukee,Houston,240,116,109,1,1,Box Score
NBA 2018-2019 Regular Season,0021800611,1/9/19,8:00 PM,San Antonio,Memphis,240,86,96,1,1,Box Score
NBA 2018-2019 Regular Season,0021800612,1/9/19,8:00 PM,Cleveland,New Orleans,240,124,140,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800613,1/9/19,8:30 PM,Phoenix,Dallas,240,94,104,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800614,1/9/19,9:00 PM,Orlando,Utah,240,93,106,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800615,1/9/19,10:00 PM,Chicago,Portland,240,112,124,2,1,Box Score
NBA 2018-2019 Regular Season,0021800616,1/9/19,10:30 PM,Detroit,LA Lakers,240,100,113,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800617,1/10/19,7:00 PM,Boston,Miami,240,99,115,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800618,1/10/19,9:00 PM,LA Clippers,Denver,240,100,121,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800619,1/10/19,9:30 PM,Oklahoma City,San Antonio,290,147,154,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800620,1/10/19,10:00 PM,Detroit,Sacramento,240,102,112,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800621,1/11/19,7:00 PM,Atlanta,Philadelphia,240,123,121,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800622,1/11/19,7:00 PM,Milwaukee,Washington,240,106,113,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800623,1/11/19,7:30 PM,Indiana,New York,240,121,106,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800624,1/11/19,7:30 PM,Brooklyn,Toronto,240,105,122,1,2,Box Score
NBA 2018-2019 Regular Season,0021800625,1/11/19,8:00 PM,Cleveland,Houston,240,113,141,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800626,1/11/19,8:00 PM,Dallas,Minnesota,240,119,115,1,2,Box Score
NBA 2018-2019 Regular Season,0021800627,1/11/19,10:00 PM,LA Lakers,Utah,240,95,113,1,1,Box Score
NBA 2018-2019 Regular Season,0021800628,1/11/19,10:00 PM,Charlotte,Portland,240,96,127,2,1,Box Score
NBA 2018-2019 Regular Season,0021800629,1/11/19,10:30 PM,Chicago,Golden State,240,109,146,1,2,Box Score
NBA 2018-2019 Regular Season,0021800630,1/12/19,3:30 PM,Detroit,LA Clippers,240,109,104,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800631,1/12/19,5:00 PM,Memphis,Miami,240,108,112,2,1,Box Score
NBA 2018-2019 Regular Season,0021800632,1/12/19,7:00 PM,Boston,Orlando,240,103,105,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800633,1/12/19,8:00 PM,New Orleans,Minnesota,240,106,110,2,B2B,Box Score
NBA 2018-2019 Regular Season,0021800634,1/12/19,8:00 PM,San Antonio,Oklahoma City,240,112,122,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800635,1/12/19,9:00 PM,Denver,Phoenix,240,93,102,1,2,Box Score
NBA 2018-2019 Regular Season,0021800636,1/12/19,10:00 PM,Charlotte,Sacramento,240,97,104,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800637,1/12/19,10:00 PM,Chicago,Utah,240,102,110,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800638,1/13/19,1:00 PM,Philadelphia,New York,240,108,105,1,1,Box Score
NBA 2018-2019 Regular Season,0021800639,1/13/19,1:00 PM,Toronto,Washington,290,140,138,1,1,Box Score
NBA 2018-2019 Regular Season,0021800640,1/13/19,3:30 PM,Milwaukee,Atlanta,240,133,114,1,1,Box Score
NBA 2018-2019 Regular Season,0021800641,1/13/19,6:00 PM,Houston,Orlando,240,109,116,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800642,1/13/19,7:00 PM,Golden State,Dallas,240,119,114,1,1,Box Score
NBA 2018-2019 Regular Season,0021800643,1/13/19,8:00 PM,Portland,Denver,240,113,116,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800644,1/13/19,9:30 PM,Cleveland,LA Lakers,240,101,95,1,1,Box Score
NBA 2018-2019 Regular Season,0021800645,1/14/19,7:30 PM,Boston,Brooklyn,240,102,109,1,2,Box Score
NBA 2018-2019 Regular Season,0021800646,1/14/19,8:00 PM,Memphis,Houston,240,94,112,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800647,1/14/19,8:30 PM,Charlotte,San Antonio,240,108,93,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800648,1/14/19,9:00 PM,Detroit,Utah,240,94,100,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800649,1/14/19,10:00 PM,Portland,Sacramento,240,107,115,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800650,1/14/19,10:30 PM,New Orleans,LA Clippers,240,121,117,1,1,Box Score
NBA 2018-2019 Regular Season,0021800651,1/15/19,7:00 PM,Phoenix,Indiana,240,97,131,2,3+,Box Score
NBA 2018-2019 Regular Season,0021800652,1/15/19,7:00 PM,Minnesota,Philadelphia,240,107,149,2,1,Box Score
NBA 2018-2019 Regular Season,0021800653,1/15/19,7:30 PM,Oklahoma City,Atlanta,240,126,142,2,1,Box Score
NBA 2018-2019 Regular Season,0021800654,1/15/19,8:00 PM,Miami,Milwaukee,240,86,124,2,1,Box Score
NBA 2018-2019 Regular Season,0021800655,1/15/19,9:00 PM,Golden State,Denver,240,142,111,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800656,1/15/19,10:30 PM,Chicago,LA Lakers,240,100,107,2,1,Box Score
NBA 2018-2019 Regular Season,0021800657,1/16/19,7:00 PM,Orlando,Detroit,265,115,120,2,1,Box Score
