DATASET,GAME ID,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,BOX SCORE URL
NBA 2018-2019 Regular Season,0021800881,2/22/19,9:30 PM,Utah,Oklahoma City,290,147,148,3+,3+,Box Score
NBA 2018-2019 Regular Season,0021800882,2/23/19,1:00 PM,Portland,Philadelphia,240,130,115,1,1,Box Score
NBA 2018-2019 Regular Season,0021800883,2/23/19,7:00 PM,Phoenix,Atlanta,240,112,120,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800884,2/23/19,7:00 PM,Brooklyn,Charlotte,240,117,115,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800885,2/23/19,7:00 PM,Memphis,Cleveland,240,107,112,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800886,2/23/19,7:00 PM,Indiana,Washington,240,119,112,B2B,B2B,Box Score
NBA 2018-2019 Regular Season,0021800887,2/23/19,7:00 PM,LA Lakers,New Orleans,240,115,128,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800888,2/23/19,7:30 PM,Detroit,Miami,240,119,96,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800889,2/23/19,8:00 PM,Boston,Chicago,240,116,126,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800890,2/23/19,8:00 PM,Sacramento,Oklahoma City,240,119,116,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800891,2/23/19,8:30 PM,Minnesota,Milwaukee,240,128,140,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800892,2/23/19,8:30 PM,Houston,Golden State,240,118,112,1,1,Box Score
NBA 2018-2019 Regular Season,0021800893,2/23/19,10:00 PM,Dallas,Utah,240,109,125,B2B,B2B,Box Score
NBA 2018-2019 Regular Season,0021800894,2/24/19,3:30 PM,Orlando,Toronto,240,113,98,1,1,Box Score
NBA 2018-2019 Regular Season,0021800895,2/24/19,5:00 PM,LA Clippers,Denver,240,96,123,1,1,Box Score
NBA 2018-2019 Regular Season,0021800896,2/24/19,7:30 PM,San Antonio,New York,240,118,130,1,1,Box Score
NBA 2018-2019 Regular Season,0021800897,2/25/19,7:00 PM,Golden State,Charlotte,240,121,110,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800898,2/25/19,7:00 PM,Portland,Cleveland,240,123,110,1,1,Box Score
NBA 2018-2019 Regular Season,0021800899,2/25/19,7:00 PM,Indiana,Detroit,240,109,113,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800900,2/25/19,7:30 PM,San Antonio,Brooklyn,240,85,101,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800901,2/25/19,7:30 PM,Phoenix,Miami,240,124,121,1,1,Box Score
NBA 2018-2019 Regular Season,0021800902,2/25/19,8:00 PM,Milwaukee,Chicago,240,117,106,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800903,2/25/19,8:00 PM,Atlanta,Houston,240,111,119,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800904,2/25/19,8:00 PM,LA Lakers,Memphis,240,105,110,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800905,2/25/19,8:00 PM,Sacramento,Minnesota,240,105,112,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800906,2/25/19,8:00 PM,Philadelphia,New Orleans,240,111,110,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800907,2/25/19,10:30 PM,Dallas,LA Clippers,240,112,121,3IN4,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800908,2/26/19,7:30 PM,Orlando,New York,240,103,108,1,1,Box Score
NBA 2018-2019 Regular Season,0021800909,2/26/19,8:00 PM,Boston,Toronto,240,95,118,2,1,Box Score
NBA 2018-2019 Regular Season,0021800910,2/26/19,10:30 PM,Oklahoma City,Denver,240,112,121,2,1,Box Score
NBA 2018-2019 Regular Season,0021800911,2/27/19,7:00 PM,Houston,Charlotte,240,118,113,1,1,Box Score
NBA 2018-2019 Regular Season,0021800912,2/27/19,7:30 PM,Minnesota,Atlanta,265,123,131,1,1,Box Score
NBA 2018-2019 Regular Season,0021800913,2/27/19,8:00 PM,Portland,Boston,240,97,92,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800914,2/27/19,7:30 PM,Washington,Brooklyn,240,125,116,3+,1,Box Score
NBA 2018-2019 Regular Season,0021800915,2/27/19,7:30 PM,Golden State,Miami,240,125,126,1,1,Box Score
NBA 2018-2019 Regular Season,0021800916,2/27/19,8:00 PM,Chicago,Memphis,240,109,107,1,1,Box Score
NBA 2018-2019 Regular Season,0021800917,2/27/19,8:30 PM,Detroit,San Antonio,240,93,105,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800918,2/27/19,8:30 PM,Indiana,Dallas,240,101,110,1,1,Box Score
NBA 2018-2019 Regular Season,0021800919,2/27/19,9:00 PM,LA Clippers,Utah,240,105,111,3IN4,3+,Box Score
NBA 2018-2019 Regular Season,0021800920,2/27/19,10:00 PM,Milwaukee,Sacramento,265,141,140,1,1,Box Score
NBA 2018-2019 Regular Season,0021800921,2/27/19,10:30 PM,New Orleans,LA Lakers,240,119,125,1,1,Box Score
NBA 2018-2019 Regular Season,0021800922,2/28/19,7:00 PM,Minnesota,Indiana,240,115,122,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800923,2/28/19,7:00 PM,Golden State,Orlando,240,96,103,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800924,2/28/19,7:30 PM,Cleveland,New York,240,125,118,2,1,Box Score
NBA 2018-2019 Regular Season,0021800925,2/28/19,8:00 PM,Miami,Houston,240,118,121,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800926,2/28/19,10:30 PM,Utah,Denver,240,111,104,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800927,2/28/19,8:00 PM,Philadelphia,Oklahoma City,240,108,104,2,1,Box Score
NBA 2018-2019 Regular Season,0021800928,3/1/19,7:30 PM,Chicago,Atlanta,340,168,161,1,1,Box Score
NBA 2018-2019 Regular Season,0021800929,3/1/19,7:30 PM,Charlotte,Brooklyn,240,123,112,1,1,Box Score
NBA 2018-2019 Regular Season,0021800930,3/1/19,8:00 PM,Portland,Toronto,240,117,119,1,2,Box Score
NBA 2018-2019 Regular Season,0021800931,3/1/19,8:00 PM,Washington,Boston,240,96,107,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800932,3/1/19,9:00 PM,New Orleans,Phoenix,240,130,116,1,3+,Box Score
NBA 2018-2019 Regular Season,0021800933,3/1/19,10:00 PM,LA Clippers,Sacramento,240,116,109,1,1,Box Score
NBA 2018-2019 Regular Season,0021800934,3/1/19,10:30 PM,Milwaukee,LA Lakers,240,131,120,1,1,Box Score
NBA 2018-2019 Regular Season,0021800935,3/2/19,5:00 PM,Detroit,Cleveland,240,129,93,2,1,Box Score
NBA 2018-2019 Regular Season,0021800936,3/2/19,7:00 PM,Orlando,Indiana,240,117,112,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800937,3/2/19,7:30 PM,Brooklyn,Miami,240,88,117,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800938,3/2/19,8:30 PM,Golden State,Philadelphia,240,120,117,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800939,3/2/19,8:30 PM,Memphis,Dallas,240,111,81,2,2,Box Score
NBA 2018-2019 Regular Season,0021800940,3/2/19,8:30 PM,Oklahoma City,San Antonio,240,102,116,1,2,Box Score
NBA 2018-2019 Regular Season,0021800941,3/2/19,9:00 PM,New Orleans,Denver,240,120,112,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800942,3/2/19,9:00 PM,LA Lakers,Phoenix,240,109,118,3IN4-B2B,B2B,Box Score
NBA 2018-2019 Regular Season,0021800943,3/2/19,9:00 PM,Milwaukee,Utah,240,111,115,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800944,3/3/19,1:00 PM,Portland,Charlotte,240,118,108,1,1,Box Score
NBA 2018-2019 Regular Season,0021800945,3/3/19,3:30 PM,Houston,Boston,240,115,104,2,1,Box Score
NBA 2018-2019 Regular Season,0021800946,3/3/19,3:30 PM,Atlanta,Chicago,240,123,118,1,1,Box Score
NBA 2018-2019 Regular Season,0021800947,3/3/19,3:30 PM,New York,LA Clippers,240,107,128,2,1,Box Score
NBA 2018-2019 Regular Season,0021800948,3/3/19,6:00 PM,Orlando,Cleveland,240,93,107,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800949,3/3/19,6:00 PM,Toronto,Detroit,265,107,112,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800950,3/3/19,6:00 PM,Minnesota,Washington,240,121,135,2,1,Box Score
NBA 2018-2019 Regular Season,0021800951,3/3/19,7:00 PM,Memphis,Oklahoma City,240,95,99,B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800952,3/4/19,7:30 PM,Dallas,Brooklyn,240,88,127,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800953,3/4/19,7:30 PM,Atlanta,Miami,240,113,114,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800954,3/4/19,8:30 PM,Denver,San Antonio,240,103,104,1,1,Box Score
NBA 2018-2019 Regular Season,0021800955,3/4/19,9:00 PM,Milwaukee,Phoenix,240,105,114,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800956,3/4/19,9:00 PM,New Orleans,Utah,240,115,112,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800957,3/4/19,10:00 PM,New York,Sacramento,240,108,115,B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800958,3/4/19,10:30 PM,LA Clippers,LA Lakers,240,113,105,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800959,3/5/19,7:00 PM,Chicago,Indiana,240,96,105,1,2,Box Score
NBA 2018-2019 Regular Season,0021800960,3/5/19,7:00 PM,Orlando,Philadelphia,240,106,114,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800961,3/5/19,8:00 PM,Houston,Toronto,240,107,95,1,1,Box Score
NBA 2018-2019 Regular Season,0021800962,3/5/19,8:00 PM,Portland,Memphis,240,111,120,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800963,3/5/19,8:00 PM,Oklahoma City,Minnesota,240,120,131,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800964,3/5/19,10:30 PM,Boston,Golden State,240,128,95,1,2,Box Score
NBA 2018-2019 Regular Season,0021800965,3/6/19,7:00 PM,Miami,Charlotte,240,91,84,1,2,Box Score
NBA 2018-2019 Regular Season,0021800966,3/6/19,7:00 PM,Minnesota,Detroit,240,114,131,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800967,3/6/19,7:00 PM,Dallas,Washington,240,123,132,1,2,Box Score
NBA 2018-2019 Regular Season,0021800968,3/6/19,7:30 PM,San Antonio,Atlanta,240,111,104,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800969,3/6/19,7:30 PM,Cleveland,Brooklyn,240,107,113,2,1,Box Score
NBA 2018-2019 Regular Season,0021800970,3/6/19,8:00 PM,Philadelphia,Chicago,240,107,108,B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021800971,3/6/19,8:00 PM,Utah,New Orleans,240,114,104,1,1,Box Score
NBA 2018-2019 Regular Season,0021800972,3/6/19,9:00 PM,New York,Phoenix,240,96,107,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021800973,3/6/19,10:00 PM,Boston,Sacramento,240,111,109,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800974,3/6/19,10:30 PM,Denver,LA Lakers,240,115,99,1,1,Box Score
NBA 2018-2019 Regular Season,0021800975,3/7/19,8:00 PM,Indiana,Milwaukee,240,98,117,1,2,Box Score
NBA 2018-2019 Regular Season,0021800976,3/7/19,10:30 PM,Oklahoma City,Portland,265,129,121,1,1,Box Score
NBA 2018-2019 Regular Season,0021800977,3/8/19,7:00 PM,Washington,Charlotte,240,111,112,1,1,Box Score
NBA 2018-2019 Regular Season,0021800978,3/8/19,7:00 PM,Dallas,Orlando,240,106,111,1,2,Box Score
NBA 2018-2019 Regular Season,0021800979,3/8/19,8:00 PM,Cleveland,Miami,240,110,126,1,1,Box Score
NBA 2018-2019 Regular Season,0021800980,3/8/19,8:00 PM,Detroit,Chicago,240,112,104,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021800981,3/8/19,8:00 PM,Philadelphia,Houston,240,91,107,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021800982,3/8/19,8:00 PM,Utah,Memphis,240,104,114,1,2,Box Score
NBA 2018-2019 Regular Season,0021800983,3/8/19,8:00 PM,Toronto,New Orleans,240,127,104,2,1,Box Score
NBA 2018-2019 Regular Season,0021800984,3/8/19,10:30 PM,Denver,Golden State,240,105,122,1,2,Box Score
NBA 2018-2019 Regular Season,0021800985,3/8/19,10:30 PM,Oklahoma City,LA Clippers,240,110,118,3IN4-B2B,3+,Box Score
NBA 2018-2019 Regular Season,0021800986,3/9/19,12:00 PM,Sacramento,New York,240,102,94,2,2,Box Score
NBA 2018-2019 Regular Season,0021800987,3/9/19,7:00 PM,Brooklyn,Atlanta,240,114,112,2,2,Box Score
NBA 2018-2019 Regular Season,0021800988,3/9/19,8:00 PM,Washington,Minnesota,265,130,135,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021800989,3/9/19,8:30 PM,Boston,LA Lakers,240,120,107,2,2,Box Score
NBA 2018-2019 Regular Season,0021800990,3/9/19,9:00 PM,Charlotte,Milwaukee,240,114,131,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021800991,3/9/19,10:00 PM,Phoenix,Portland,240,120,127,2,1,Box Score
NBA 2018-2019 Regular Season,0021800992,3/10/19,12:00 PM,Chicago,Detroit,240,108,131,1,1,Box Score
NBA 2018-2019 Regular Season,0021800993,3/10/19,3:30 PM,Toronto,Miami,240,125,104,1,1,Box Score
NBA 2018-2019 Regular Season,0021800994,3/10/19,3:30 PM,Indiana,Philadelphia,240,89,106,2,1,Box Score
NBA 2018-2019 Regular Season,0021800995,3/10/19,6:00 PM,New Orleans,Atlanta,240,116,128,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021800996,3/10/19,6:00 PM,Orlando,Memphis,240,97,105,1,1,Box Score
NBA 2018-2019 Regular Season,0021800997,3/10/19,7:00 PM,Houston,Dallas,240,94,93,1,1,Box Score
NBA 2018-2019 Regular Season,0021800998,3/10/19,8:00 PM,New York,Minnesota,240,92,103,B2B,B2B,Box Score
NBA 2018-2019 Regular Season,0021800999,3/10/19,8:00 PM,Milwaukee,San Antonio,240,114,121,3IN4-B2B,3+,Box Score
NBA 2018-2019 Regular Season,0021801000,3/10/19,8:30 PM,Phoenix,Golden State,240,115,111,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801001,3/11/19,7:00 PM,Toronto,Cleveland,240,101,126,3IN4-B2B,2,Box Score
NBA 2018-2019 Regular Season,0021801002,3/11/19,7:00 PM,Sacramento,Washington,240,115,121,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801003,3/11/19,7:30 PM,Detroit,Brooklyn,240,75,103,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801004,3/11/19,8:00 PM,Charlotte,Houston,240,106,118,3IN4,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021801005,3/11/19,9:00 PM,Oklahoma City,Utah,240,98,89,2,2,Box Score
NBA 2018-2019 Regular Season,0021801006,3/11/19,10:30 PM,Boston,LA Clippers,240,115,140,1,2,Box Score
NBA 2018-2019 Regular Season,0021801007,3/12/19,7:00 PM,New York,Indiana,240,98,103,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021801008,3/12/19,7:00 PM,Cleveland,Philadelphia,240,99,106,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801009,3/12/19,8:00 PM,LA Lakers,Chicago,240,123,107,2,1,Box Score
NBA 2018-2019 Regular Season,0021801010,3/12/19,8:00 PM,Milwaukee,New Orleans,240,130,113,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021801011,3/12/19,8:00 PM,San Antonio,Dallas,240,112,105,1,1,Box Score
NBA 2018-2019 Regular Season,0021801012,3/12/19,10:30 PM,Minnesota,Denver,240,107,133,3IN4,3+,Box Score
NBA 2018-2019 Regular Season,0021801013,3/12/19,10:30 PM,Portland,LA Clippers,240,125,104,2,B2B,Box Score
NBA 2018-2019 Regular Season,0021801014,3/13/19,7:30 PM,Detroit,Miami,240,74,108,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021801015,3/13/19,7:00 PM,Orlando,Washington,240,90,100,2,1,Box Score
NBA 2018-2019 Regular Season,0021801016,3/13/19,7:30 PM,Memphis,Atlanta,240,111,132,2,2,Box Score
NBA 2018-2019 Regular Season,0021801017,3/13/19,7:00 PM,Brooklyn,Oklahoma City,240,96,108,1,1,Box Score
NBA 2018-2019 Regular Season,0021801018,3/13/19,9:30 PM,Golden State,Houston,240,106,104,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801019,3/13/19,10:00 PM,Utah,Phoenix,240,114,97,1,2,Box Score
NBA 2018-2019 Regular Season,0021801020,3/14/19,7:00 PM,Oklahoma City,Indiana,240,106,108,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801021,3/14/19,7:00 PM,Cleveland,Orlando,240,91,120,3IN4,B2B,Box Score
NBA 2018-2019 Regular Season,0021801022,3/14/19,7:30 PM,Sacramento,Boston,240,120,126,2,2,Box Score
NBA 2018-2019 Regular Season,0021801023,3/14/19,8:00 PM,LA Lakers,Toronto,240,98,111,1,2,Box Score
NBA 2018-2019 Regular Season,0021801024,3/14/19,9:00 PM,Minnesota,Utah,240,100,120,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021801025,3/14/19,10:30 PM,Dallas,Denver,240,99,100,1,1,Box Score
NBA 2018-2019 Regular Season,0021801026,3/15/19,7:00 PM,LA Lakers,Detroit,240,97,111,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801027,3/15/19,7:00 PM,Sacramento,Philadelphia,240,114,123,B2B,2,Box Score
NBA 2018-2019 Regular Season,0021801028,3/15/19,7:00 PM,Charlotte,Washington,240,116,110,3+,1,Box Score
NBA 2018-2019 Regular Season,0021801029,3/15/19,8:00 PM,Milwaukee,Miami,240,113,98,2,1,Box Score
NBA 2018-2019 Regular Season,0021801030,3/15/19,8:00 PM,Phoenix,Houston,240,102,108,1,1,Box Score
NBA 2018-2019 Regular Season,0021801031,3/15/19,8:00 PM,Portland,New Orleans,240,122,110,2,2,Box Score
NBA 2018-2019 Regular Season,0021801032,3/15/19,8:30 PM,New York,San Antonio,240,83,109,2,2,Box Score
NBA 2018-2019 Regular Season,0021801033,3/15/19,10:30 PM,Chicago,LA Clippers,240,121,128,2,2,Box Score
NBA 2018-2019 Regular Season,0021801034,3/16/19,12:30 PM,Atlanta,Boston,240,120,129,2,1,Box Score
NBA 2018-2019 Regular Season,0021801035,3/16/19,7:00 PM,Memphis,Washington,240,128,135,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021801036,3/16/19,7:00 PM,Phoenix,New Orleans,265,138,136,3IN4-B2B,B2B,Box Score
NBA 2018-2019 Regular Season,0021801037,3/16/19,8:30 PM,Cleveland,Dallas,240,116,121,1,1,Box Score
NBA 2018-2019 Regular Season,0021801038,3/16/19,8:30 PM,Golden State,Oklahoma City,240,110,88,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801039,3/16/19,8:30 PM,Portland,San Antonio,240,103,108,B2B,B2B,Box Score
NBA 2018-2019 Regular Season,0021801040,3/16/19,9:00 PM,Indiana,Denver,240,100,102,1,1,Box Score
NBA 2018-2019 Regular Season,0021801041,3/16/19,9:00 PM,Brooklyn,Utah,240,98,114,2,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801042,3/17/19,12:00 PM,LA Lakers,New York,240,123,124,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021801043,3/17/19,3:30 PM,Philadelphia,Milwaukee,240,130,125,1,1,Box Score
NBA 2018-2019 Regular Season,0021801044,3/17/19,4:00 PM,Toronto,Detroit,240,107,110,2,1,Box Score
NBA 2018-2019 Regular Season,0021801045,3/17/19,1:00 PM,Charlotte,Miami,240,75,93,1,1,Box Score
NBA 2018-2019 Regular Season,0021801046,3/17/19,6:00 PM,Atlanta,Orlando,240,91,101,B2B,2,Box Score
NBA 2018-2019 Regular Season,0021801047,3/17/19,6:00 PM,Chicago,Sacramento,240,102,129,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801048,3/17/19,9:00 PM,Minnesota,Houston,240,102,117,2,1,Box Score
NBA 2018-2019 Regular Season,0021801049,3/17/19,9:00 PM,Brooklyn,LA Clippers,240,116,119,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801050,3/18/19,7:00 PM,Detroit,Cleveland,240,119,126,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801051,3/18/19,7:00 PM,Utah,Washington,240,116,95,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801052,3/18/19,7:30 PM,Denver,Boston,240,114,105,1,1,Box Score
NBA 2018-2019 Regular Season,0021801053,3/18/19,7:30 PM,New York,Toronto,240,92,128,3IN4-B2B,B2B,Box Score
NBA 2018-2019 Regular Season,0021801054,3/18/19,8:00 PM,Miami,Oklahoma City,240,116,107,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801055,3/18/19,8:00 PM,Golden State,San Antonio,240,105,111,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801056,3/18/19,8:30 PM,New Orleans,Dallas,265,129,125,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021801057,3/18/19,10:00 PM,Chicago,Phoenix,240,116,101,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801058,3/18/19,10:30 PM,Indiana,Portland,240,98,106,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801059,3/19/19,7:00 PM,Philadelphia,Charlotte,240,118,114,1,1,Box Score
NBA 2018-2019 Regular Season,0021801060,3/19/19,7:30 PM,Houston,Atlanta,240,121,105,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801061,3/19/19,8:00 PM,LA Lakers,Milwaukee,240,101,115,1,1,Box Score
NBA 2018-2019 Regular Season,0021801062,3/19/19,8:00 PM,Golden State,Minnesota,240,117,107,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801063,3/19/19,10:00 PM,Brooklyn,Sacramento,240,123,121,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021801064,3/19/19,10:30 PM,Indiana,LA Clippers,240,109,115,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801065,3/20/19,7:00 PM,Milwaukee,Cleveland,240,102,107,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801066,3/20/19,7:00 PM,New Orleans,Orlando,240,96,119,1,2,Box Score
NBA 2018-2019 Regular Season,0021801067,3/20/19,7:00 PM,Boston,Philadelphia,240,115,118,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021801068,3/20/19,7:30 PM,Utah,New York,240,137,116,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801069,3/20/19,8:00 PM,Washington,Chicago,265,120,126,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801070,3/20/19,8:00 PM,Houston,Memphis,265,125,126,3IN4-B2B,3+,Box Score
NBA 2018-2019 Regular Season,0021801071,3/20/19,8:30 PM,Miami,San Antonio,240,110,105,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021801072,3/20/19,9:30 PM,Toronto,Oklahoma City,265,123,114,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021801073,3/20/19,10:00 PM,Dallas,Portland,240,118,126,1,1,Box Score
NBA 2018-2019 Regular Season,0021801074,3/21/19,7:00 PM,Minnesota,Charlotte,240,106,113,1,1,Box Score
NBA 2018-2019 Regular Season,0021801075,3/21/19,7:00 PM,Denver,Washington,240,113,108,2,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021801076,3/21/19,7:30 PM,Utah,Atlanta,240,114,117,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801077,3/21/19,10:00 PM,Detroit,Phoenix,240,118,98,2,2,Box Score
NBA 2018-2019 Regular Season,0021801078,3/21/19,10:00 PM,Dallas,Sacramento,240,100,116,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801079,3/21/19,10:30 PM,Indiana,Golden State,240,89,112,3IN4,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801080,3/22/19,7:00 PM,Memphis,Orlando,265,119,123,1,1,Box Score
NBA 2018-2019 Regular Season,0021801081,3/22/19,7:30 PM,LA Clippers,Cleveland,240,110,108,2,1,Box Score
NBA 2018-2019 Regular Season,0021801082,3/22/19,7:30 PM,Denver,New York,240,111,93,B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801083,3/22/19,7:30 PM,Oklahoma City,Toronto,240,116,109,1,1,Box Score
NBA 2018-2019 Regular Season,0021801084,3/22/19,8:00 PM,San Antonio,Houston,240,105,111,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801085,3/22/19,8:30 PM,Miami,Milwaukee,240,87,116,1,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801086,3/22/19,10:30 PM,Brooklyn,LA Lakers,240,111,106,2,2,Box Score
NBA 2018-2019 Regular Season,0021801087,3/23/19,6:00 PM,Boston,Charlotte,240,117,124,2,1,Box Score
NBA 2018-2019 Regular Season,0021801088,3/23/19,7:30 PM,Philadelphia,Atlanta,240,127,129,2,1,Box Score
NBA 2018-2019 Regular Season,0021801089,3/23/19,7:00 PM,Miami,Washington,240,113,108,3IN4-B2B,3IN4,Box Score
NBA 2018-2019 Regular Season,0021801090,3/23/19,8:00 PM,Utah,Chicago,240,114,83,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021801091,3/23/19,8:00 PM,Minnesota,Memphis,240,112,99,1,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021801092,3/23/19,8:30 PM,Dallas,Golden State,240,126,91,3IN4,1,Box Score
NBA 2018-2019 Regular Season,0021801093,3/23/19,10:00 PM,Detroit,Portland,240,112,117,1,2,Box Score
NBA 2018-2019 Regular Season,0021801094,3/23/19,10:00 PM,Phoenix,Sacramento,240,103,112,1,1,Box Score
NBA 2018-2019 Regular Season,0021801095,3/24/19,12:00 PM,LA Clippers,New York,240,124,113,1,1,Box Score
NBA 2018-2019 Regular Season,0021801096,3/24/19,4:30 PM,Cleveland,Milwaukee,240,105,127,1,1,Box Score
NBA 2018-2019 Regular Season,0021801097,3/24/19,5:00 PM,Denver,Indiana,240,88,124,3IN4,2,Box Score
NBA 2018-2019 Regular Season,0021801098,3/24/19,6:00 PM,Charlotte,Toronto,240,115,114,3IN4-B2B,1,Box Score
NBA 2018-2019 Regular Season,0021801099,3/24/19,7:00 PM,Houston,New Orleans,240,113,90,1,3+,Box Score
NBA 2018-2019 Regular Season,0021801100,3/24/19,7:30 PM,San Antonio,Boston,240,115,96,1,B2B,Box Score
NBA 2018-2019 Regular Season,0021801101,3/24/19,8:30 PM,Detroit,Golden State,240,114,121,3IN4-B2B,3IN4-B2B,Box Score
NBA 2018-2019 Regular Season,0021801102,3/24/19,9:30 PM,Sacramento,LA Lakers,240,106,111,3IN4-B2B,1,Box Score
